organization,yof,badge,zip_code,city,regular,retro,other,overtime,injured,detail,quinn,total,rank,ia_score,ia_sustained_conduct_unbecoming,ia_sustained_neg_duty,ia_sustained_respectful_treatment,ia_sustained_self_identification,ia_sustained_use_of_force,ia_sustained_details,ia_sustained_cases,ia_sustained_allegations,ia_cases,ia_allegations,field_contacts_count,incidents_count,complaints_count,swats_count,details_count,citations_count,articles_officers_count,rounded_total
District 13,24,5147,2021,Canton,98315.7,0,800,35323.92,0,22264,19662.99,176366.61,ptl,2,0,0,0,0,0,0,1,1,2,4,12,146,2,0,58,1,0,175000
Medically Incapacitated Unit,31,5212,2136,Hyde Park,85893.99,0,800,49448.13,21604.46,18722,0,176468.58,ptl,4,0,2,0,0,0,0,2,3,8,13,0,254,8,0,48,5,0,175000
Court Unit,17,1594,2136,Hyde Park,126158.95,0,800,18814.45,0,0,30705.57,176478.97,sergt,4,1,2,0,0,0,0,3,4,9,16,3,5,9,0,0,0,2,175000
Sexual Assault Unit,25,4578,2038,Franklin,112883.91,0,12273.29,51329.49,0,0,0,176486.69,det,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,1,175000
Video Evidence Unit,25,,1757,Milford,96335.4,0,12417.26,58134.45,0,0,9633.66,176520.77,ptl,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,175000
District 04,12,3028,2081,Walpole,101433.06,0,850,19254.22,0,29879,25122.73,176539.01,sergt,3,1,0,0,0,0,0,1,2,2,4,3,127,2,0,86,0,1,175000
Medically Incapacitated Unit,24,,2136,Hyde Park,105943.63,0,800,63491.2,382.17,5980,0,176597,ptl,2,0,0,0,0,0,0,1,1,4,4,11,337,4,0,17,6,0,175000
District 05,31,,2324,Bridgewater,71978.32,0,1678.34,10891.69,51825.57,9699,30524.34,176597.26,sergt,3,0,0,0,0,0,0,2,2,2,3,0,4,2,0,25,1,1,175000
District 07,25,4,1923,Danvers,120990.15,0,2570.24,23451.29,0,0,29602.34,176614.02,sergt,2,0,0,0,0,0,1,1,1,3,3,0,0,3,0,0,1,0,175000
A-7 Detective,22,,2122,Boston,105207,0,800,37225.43,0,12374,21041.51,176647.94,det,3,0,1,0,0,0,0,1,2,1,2,3,29,1,0,37,1,0,175000
City Wide DCU SQ #2,24,3083,2072,Stoughton,101593.76,0,4537.33,69074.94,1514.77,0,0,176720.8,ptl,1,0,0,0,0,0,0,0,0,3,3,15,149,3,0,0,11,2,175000
Video Evidence Unit,19,3514,2132,West Roxbury,96335.4,0,6995.87,54314.76,0,0,19267.24,176913.27,ptl,1,0,0,0,0,0,0,0,0,2,2,0,68,2,0,0,0,17,175000
Harbor Patrol Unit,26,1059,2375,South Easton,105836.71,0,2743.05,58187.71,0,10166,0,176933.47,ptl,2,0,0,0,0,0,0,0,0,6,8,0,28,6,0,48,0,2,175000
District 04,31,,2090,Westwood,97004.15,0,9031.88,7002.21,0,44528,19400.84,176967.08,ptl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,2,175000
Homicide Unit,13,6454,2043,Hingham,98536.11,0,4414.41,49393.42,0,0,24634.05,176977.99,det,2,0,0,0,0,0,0,0,0,7,8,0,297,7,0,0,0,0,175000
Youth Violence Strike Force,10,,2132,West Roxbury,92806.81,0,850,52428.74,0,22448,8457.49,176991.04,ptl,0,0,0,0,0,0,0,0,0,1,1,105,22,1,0,63,0,0,175000
E-18 Detective,14,,2053,Medway,93556.11,0,800,18506.63,0,45448,18711.33,177022.07,det,5,1,0,0,0,0,0,2,3,3,4,2,131,3,0,128,1,3,175000
Court Unit,14,2982,2035,Foxboro,94156.49,0,800,47892.64,0,10764,23539.21,177152.34,ptl,1,0,0,0,0,0,0,0,0,3,3,4,708,3,0,30,0,0,175000
District 05,26,,2081,Walpole,106815.92,0,800,46190.93,0,23368,0,177174.85,ptl,0,0,0,0,0,0,0,0,0,1,2,12,131,1,0,73,0,2,175000
A-7 Detective,25,1642,2136,Hyde Park,105207,0,7847.39,25061.91,0,18032,21041.51,177189.81,det,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,52,0,1,175000
Medically Incapacitated Unit,31,,2081,Walpole,96515.13,0,14749.25,21110.47,1076.28,19366,24397.92,177215.05,ptl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,5,175000
Domestic Violence Unit,26,,2170,Quincy,123931.61,0,3544.69,23873.22,0,1696,24315.97,177361.49,lieut,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,5,0,0,175000
B-2 Detective,33,,2169,Quincy,105207,0,850,50321.66,0,0,21041.51,177420.17,det,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,175000
Medically Incapacitated Unit,25,,2767,Raynham,75564.71,0,800,36316.59,21227.77,19320,24198.2,177427.27,ptl,1,0,0,0,0,0,0,0,0,4,5,0,147,4,0,54,48,0,175000
District 04,5,1374,2131,Roslindale,89336.25,0,800,41034.99,661.51,27646,17999.43,177478.18,ptl,3,0,1,0,0,0,0,1,1,2,3,283,216,2,0,84,26,0,175000
Civil Rights Unit,35,,2118,Boston,105207,0,9256.87,42186.18,0,0,21041.51,177691.56,det,1,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,180000
Academy,33,,2467,Chestnut Hill,106387.81,0,6558.6,64882.11,0,0,0,177828.52,ptl,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,8,0,6,180000
E-13 DCU SQUAD,7,6452,2124,Boston,93239.42,0,800,41012.28,0,34454,8544.01,178049.71,ptl,3,0,0,0,0,0,0,1,2,2,3,142,175,2,0,98,3,2,180000
Mobile Operations Patrol Unit,31,2297,1844,Methuen,99329.77,0,6878.35,44713.4,0,2300,24832.36,178053.88,ptl,3,0,1,1,0,0,0,1,2,8,13,0,0,8,0,12,164,2,180000
E-5 Detective,35,,2136,Hyde Park,127285.83,0,800,18691.87,0,0,31383.77,178161.47,sgtdet,1,0,0,0,0,0,0,0,0,2,4,2,10,2,0,0,0,0,180000
District 18,34,,2186,Milton,132727.78,0,2739.76,7815.4,0,34980,0,178262.94,sergt,3,0,0,1,0,0,0,1,1,6,10,0,1,6,0,86,0,3,180000
Medically Incapacitated Unit,13,,2072,Stoughton,104401.8,0,800,40769.13,0,11454,20880.47,178305.4,det,1,0,0,0,0,0,0,0,0,2,3,1,24,2,0,33,0,3,180000
Domestic Violence Unit,31,,2188,Weymouth,113707.18,0,800,63804.75,0,0,0,178311.93,det,0,0,0,0,0,0,0,0,0,0,0,3,79,0,0,0,0,5,180000
District 13,12,,2121,Boston,96775.72,0,800,80785.1,0,0,0,178360.82,ptl,0,0,0,0,0,0,0,0,0,1,1,0,182,1,0,0,1,0,180000
District 14,17,331,2136,Hyde Park,98315.7,0,800,9583.64,0,50094,19662.99,178456.33,ptl,0,0,0,0,0,0,0,0,0,0,0,8,102,0,0,141,1,0,180000
District 01,17,4807,1810,Andover,118935.46,0,876.18,35019.19,0,0,23787.2,178618.03,sergt,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,1,180000
District 13,23,2344,2132,West Roxbury,79146.27,0,5999.11,19294.92,39850.27,4664,29749.24,178703.81,sergt,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,3,1,180000
District 05,17,1999,1746,Holliston,104222.4,0,800,73335.28,0,368,0,178725.68,ptl,1,0,0,0,0,0,0,0,0,2,3,2,95,2,0,1,5,0,180000
Building Security Unit,25,,2121,Boston,107715.21,0,4654.09,58290.37,0,8188,0,178847.67,ptl,5,0,1,0,0,0,0,2,4,8,14,0,193,8,0,24,0,0,180000
Domestic Violence Unit,16,,2122,Boston,99379.55,0,3663.85,53564.9,0,2392,19875.87,178876.17,det,0,0,0,0,0,0,0,0,0,0,0,1,177,0,0,9,0,3,180000
MEDICALLY INCAPACITATED SCTN,37,1210,2359,Pembroke,45443.71,0,20934.22,5575.59,76652.99,0,30524.34,179130.85,sergt,3,0,1,0,0,0,0,1,2,1,2,0,0,1,0,0,0,1,180000
Crimes Against Children Unit,27,,2126,Mattapan,103852.44,0,1949.14,47795.31,0,0,25638.09,179234.98,det,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,180000
Field Operations Group,33,,2360,Plymouth,134989.83,0,11104.63,33164.97,0,0,0,179259.43,sgtdet,0,0,0,0,0,0,0,0,0,0,0,6,137,0,0,0,0,11,180000
District 14,34,923,1801,Woburn,106505.51,0,10374.98,33774.66,0,28704,0,179359.15,ptl,2,0,0,0,0,0,0,0,0,5,8,7,114,5,0,94,3,53,180000
Homicide Unit,22,6595,1748,Hopkinton,111583.91,0,6786.06,61366.68,0,0,0,179736.65,det,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,180000
Peer Support Unit,29,,2124,Boston,106035.82,0,2746.5,17392.24,0,53590,0,179764.56,ptl,3,0,1,0,0,0,0,1,1,3,4,1,4,3,38,176,0,0,180000
Crime Scene Response Unit,10,,2132,West Roxbury,91724.14,0,800,39210.36,0,29992,18344.86,180071.36,ptl,0,0,0,0,0,0,0,0,0,1,2,38,221,1,0,80,1,0,180000
Explosive Ordinance Unit,18,3259,2132,West Roxbury,105022,0,800,71932.05,0,2438,0,180192.05,ptl,1,0,0,0,0,0,0,0,0,4,4,0,8,4,73,7,30,1,180000
Hackney Carriage Unit,32,,2180,Stoneham,119068.43,0,18139.97,13291.41,2.51,0,29766.56,180263.86,sergt,0,0,0,0,0,0,0,0,0,1,1,0,8,1,0,0,0,0,180000
District 01,10,1775,2122,Boston,91713.44,0,800,27725.03,2488.88,57546,0,180273.35,ptl,4,0,2,0,0,0,0,2,3,2,3,1,107,2,0,184,0,1,180000
Crime Scene Response Unit,13,3462,1921,Boxford,117638.87,0,800,32692.62,0,0,29310.55,180442.04,sergt,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,180000
District 02,14,,2186,Milton,97724.51,0,800,62489.38,0,0,19544.85,180558.74,sergt,1,0,0,0,0,0,0,0,0,2,2,41,8,2,0,0,0,2,180000
D-4 DCU SQUAD,18,2023,2136,Hyde Park,104690.5,0,800,43807.82,0,31280,0,180578.32,ptl,1,0,0,0,0,0,0,0,0,3,5,23,81,3,0,89,0,0,180000
District 03,7,3536,2124,Boston,91419.18,0,850,52879.45,658.2,16652,18415.44,180874.27,ptl,0,0,0,0,0,0,0,0,0,0,0,214,166,0,0,45,18,1,180000
District 02,25,1968,2124,Boston,105953.84,0,800,70815.93,0,3312,0,180881.77,ptl,2,0,0,0,0,0,0,1,1,6,12,0,163,6,0,9,5,0,180000
Homicide Unit,25,,2324,Bridgewater,102552.44,0,8585.55,44315.42,0,0,25638.09,181091.5,det,1,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,1,180000
District 11,25,1921,2072,Stoughton,96370.6,0,800,61248.49,1054.2,2208,19484.81,181166.1,sergt,4,0,2,0,0,0,0,3,4,11,14,0,194,11,0,6,9,7,180000
Field Operations Group,29,,2459,Newton Center,102552.44,0,13673.26,39464.5,0,0,25638.09,181328.29,det,1,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,0,1,180000
Medically Incapacitated Unit,15,2898,2136,Hyde Park,94733.14,0,6472.52,74000.3,0,1840,4283.32,181329.28,ptl,3,0,0,0,1,0,0,1,1,4,8,0,157,4,0,9,0,5,180000
Homicide Unit,17,,2136,Hyde Park,102552.44,0,4463.79,47983,0,736,25638.09,181373.32,det,1,0,0,0,0,0,0,0,0,3,3,0,0,3,0,2,0,1,180000
District 06,13,5156,2132,West Roxbury,98361.93,0,3300,52389.08,0,27508,0,181559.01,ptl,0,0,0,0,0,0,0,0,0,0,0,2,132,0,0,78,0,2,180000
Medically Incapacitated Unit,29,3527,2460,Newtonville,107498.45,0,3203.82,71044.88,0,0,0,181747.15,ptl,0,0,0,0,0,0,0,0,0,0,0,16,524,0,0,0,4,1,180000
District 03,24,1098,2136,Hyde Park,105367.15,0,800,4112.61,0,71484,0,181763.76,ptl,3,0,1,0,0,0,0,1,1,3,4,8,52,3,0,308,2,0,180000
Domestic Violence Unit,31,5113,2066,Scituate,104282.46,0,14424.95,33668.85,0,8832,20856.59,182064.85,det,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,24,0,0,180000
Academy,24,4046,2132,West Roxbury,96687.59,0,4254.91,60696.08,0,1104,19337.44,182080.02,ptl,3,0,1,0,0,0,0,1,3,3,8,0,0,3,0,3,0,10,180000
District 03,31,228,2136,Hyde Park,97745.81,0,11198.17,63373.71,0,0,9774.62,182092.31,ptl,3,1,1,0,0,0,0,3,6,10,15,1,764,10,0,0,1,0,180000
District 11,33,,2122,Boston,107940.45,0,800,4684.35,0,68816,0,182240.8,ptl,2,0,0,0,0,0,0,1,1,5,7,0,10,5,0,191,0,0,180000
District 07,24,726,2128,Boston,105357.97,0,800,5319.34,0,70840,0,182317.31,ptl,3,0,0,0,0,0,0,1,2,1,2,5,144,1,0,196,0,3,180000
Drug Control Unit,31,,2026,Dedham,104084.6,0,4608.61,51719.58,0,1104,20817.03,182333.82,det,3,0,1,0,0,0,0,1,3,2,8,0,129,2,0,3,0,10,180000
District 04,14,1456,2131,Roslindale,96769.52,0,850,79704.24,0,5290,0,182613.76,ptl,1,0,0,0,0,0,0,0,0,3,3,0,389,3,0,19,31,2,185000
District 03,25,2305,2093,Wrentham,98868.2,0,850,58221.4,0,0,24717.09,182656.69,sergt,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,185000
District 01,24,1325,2132,West Roxbury,98261.81,0,850,39591.07,0,24380,19652.23,182735.11,ptl,4,0,2,0,0,0,0,2,2,3,4,135,83,3,0,66,4,0,185000
C-11 Detective,13,453,2332,Duxbury,101170.93,0,800,59068.26,0,1472,20234.06,182745.25,det,3,0,1,0,0,0,0,1,2,3,4,224,25,3,0,4,0,0,185000
District 14,10,817,2132,West Roxbury,91128.67,0,800,43327.13,330.54,38870,8375.37,182831.71,ptl,0,0,0,0,0,0,0,0,0,0,0,69,187,0,0,126,9,0,185000
District 13,25,,2120,Boston,105367.15,0,6315.27,59537.77,0,11638,0,182858.19,ptl,0,0,0,0,0,0,0,0,0,1,1,6,329,1,0,43,3,0,185000
District 02,13,4898,1887,Wilmington,90333.84,0,3487.24,32900.87,1977.93,35742,18462.4,182904.28,ptl,4,0,1,1,0,1,0,1,3,2,6,38,392,2,0,129,0,7,185000
Homicide Unit,18,3447,1863,North Chelmsford,102552.44,0,850,53962.77,0,0,25638.09,183003.3,det,0,0,0,0,0,0,0,0,0,1,1,5,4,1,39,0,0,0,185000
Forensic Division,24,,2047,Humarock,102552.44,0,800,12959.1,0,41124,25638.09,183073.63,det,4,0,2,0,0,0,0,2,4,2,4,0,6,2,0,122,0,2,185000
District 18,33,,2188,Weymouth,127549.82,0,800,29756.8,0,424,24643.39,183174.01,sergt,3,0,0,1,0,0,0,1,1,2,2,3,36,2,0,1,0,2,185000
District 01,5,1996,2122,Boston,88343.99,0,800,55179.17,1653.77,37214,0,183190.93,ptl,0,0,0,0,0,0,0,0,0,0,0,48,497,0,0,106,29,0,185000
Medically Incapacitated Unit,23,,2191,Weymouth,106433.75,0,850,71084.31,382.17,4646,0,183396.23,ptl,4,0,1,1,0,0,0,2,2,3,3,17,251,3,0,13,45,2,185000
Harbor Patrol Unit,31,,2136,Hyde Park,97473.76,0,8898.11,49571.32,0,8004,19494.75,183441.94,ptl,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,33,0,1,185000
District 07,34,,1801,Woburn,107940.45,0,7162.11,34059.81,0,34408,0,183570.37,ptl,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,98,1,0,185000
Academy,34,,2186,Milton,143608.43,0,1135.04,3236.93,0,0,35846.55,183826.95,ltdet,4,1,1,2,0,0,0,2,5,4,14,0,7,4,0,0,0,13,185000
E-18 Detective,24,1514,2184,Braintree,107498.23,0,3344.19,63469.85,0,0,9527.56,183839.83,det,5,1,3,0,0,0,0,3,9,12,21,4,69,12,0,0,4,2,185000
Crime Scene Response Unit,14,951,2136,Hyde Park,98109.76,0,2530.01,69639.45,0,13570,0,183849.22,ptl,4,0,0,1,0,0,0,3,3,7,9,40,36,7,0,35,2,0,185000
District 03,6,,2127,Boston,87638.02,0,850,68550.7,2022.74,15824,8966.25,183851.71,ptl,1,0,0,0,0,0,0,0,0,2,4,149,241,2,0,45,7,0,185000
Administrative Leave Unit,25,,2131,Roslindale,98315.7,0,800,60239.11,0,0,24579.02,183933.83,ptl,4,0,2,0,0,1,0,3,8,6,14,2,56,6,0,0,1,3,185000
District 05,35,,2132,West Roxbury,107498.45,0,16184.45,7689.69,0,52624,0,183996.59,ptl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,2,185000
District 01,12,,2128,Boston,89595.67,0,800,53964.73,0,39652,0,184012.4,ptl,2,0,0,0,0,0,0,1,1,2,2,55,301,2,0,106,2,0,185000
Dignitary Protection Unit,20,4740,2186,Milton,102053.81,0,850,60086.14,0,736,20410.88,184136.83,det,0,0,0,0,0,0,0,0,0,1,1,83,3,1,0,2,0,28,185000
Internal Affairs Division,18,4641,2467,Chestnut Hill,123495.58,0,1876.18,20296.75,0,13780,24699.26,184147.77,sgtdet,1,0,0,0,0,0,0,0,0,3,3,2,1,3,0,31,0,5,185000
City Wide DCU SQ #2,25,,2090,Westwood,102552.44,0,9093.52,47448.91,0,4646,20510.59,184251.46,det,2,0,0,0,0,0,0,0,0,5,10,0,123,5,0,13,0,11,185000
E-18 DCU SQUAD,12,,2184,Braintree,94156.49,0,4165.35,36631.31,0,25806,23539.21,184298.36,ptl,0,0,0,0,0,0,0,0,0,0,0,30,72,0,0,75,1,0,185000
Harbor Patrol Unit,25,1180,2124,Boston,122027.17,0,4630.8,12295.23,0,14840,30506.87,184300.07,sergt,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,38,0,1,185000
Firearms Training Unit (Range),27,1103,1760,Natick,97810.65,0,5198.52,61808.4,0,0,19562.06,184379.63,ptl,1,0,0,0,0,0,0,0,0,4,6,17,175,4,0,0,0,0,185000
Canine Unit,12,,2132,West Roxbury,93709.45,0,4177.35,22406.11,0,45356,18742.02,184390.93,ptl,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,126,0,0,185000
C-11 Detective,13,6614,2128,Boston,94106.2,0,850,47889.18,0,22908,18821.24,184574.62,det,0,0,0,0,0,0,0,0,0,0,0,30,94,0,0,62,0,0,185000
District 02,14,600,2122,Boston,105292.27,0,6673.42,51692.34,0,0,20923.46,184581.49,sergt,1,0,0,0,0,0,0,0,0,2,2,209,36,2,0,0,0,6,185000
Mobile Operations Patrol Unit,14,,2766,Norton,98693.98,0,850,81189.43,0,4048,0,184781.41,ptl,3,0,1,1,0,0,0,1,2,3,4,0,1,3,0,13,4,5,185000
District 01,26,,1867,Reading,84312.4,0,2966.28,11261.8,12012.92,50232,24081.31,184866.71,ptl,0,0,0,0,0,0,0,0,0,1,2,14,35,1,0,152,0,0,185000
Youth Violence Strike Force,17,2093,2136,Hyde Park,104690.5,0,10211.92,35517.21,0,34454,0,184873.63,ptl,2,0,0,0,0,0,0,1,1,3,4,429,19,3,0,107,1,4,185000
Field Operations Group,26,,2021,Canton,102552.44,0,5196.54,51559.74,0,0,25638.09,184946.81,det,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,185000
District 02,10,2700,2136,Hyde Park,94202.32,0,800,77205.78,0,12788,0,184996.1,ptl,0,0,0,0,0,0,0,0,0,1,1,5,404,1,0,34,10,1,185000
Bicycle Unit,26,295,2184,Braintree,98656.67,0,800,25218.09,0,40664,19731.24,185070,ptl,0,0,0,0,0,0,0,0,0,1,1,0,7,1,0,117,0,0,185000
Medically Incapacitated Unit,15,5178,2132,West Roxbury,79341.3,0,800,42373.06,19065.02,43516,0,185095.38,ptl,3,1,0,0,0,0,0,1,1,6,8,8,151,6,0,120,6,2,185000
Comm. Vehicle Unit,20,1587,2050,Marshfield,96335.4,0,4414.26,24436.93,0,40756,19267.24,185209.83,ptl,1,0,0,0,0,0,0,0,0,4,4,0,42,4,0,116,53,2,185000
District 02,25,,1772,Southborough,98315.7,0,800,10843.33,0,55752,19662.99,185374.02,ptl,3,0,1,0,1,0,1,4,5,5,6,6,118,5,0,161,1,0,185000
E-5 Detective,32,953,2302,Brockton,105207,0,800,44684.66,0,8464,26301.82,185457.48,det,4,0,0,1,0,0,0,2,2,3,3,1,13,3,0,43,0,5,185000
District 13,21,1525,2186,Milton,96335.4,0,5102.69,64858.7,0,0,19267.24,185564.03,ptl,1,0,0,0,0,0,0,0,0,2,3,0,142,2,0,0,1,1,185000
District 07,27,,2176,Melrose,96335.4,0,850,10646.96,0,58604,19267.24,185703.6,ptl,1,0,0,0,0,0,0,0,0,3,4,2,163,3,0,210,0,1,185000
Medically Incapacitated Unit,23,,2152,Winthrop,28614.36,0,14844.57,10042.85,100169.41,0,32196.01,185867.2,sgtdet,5,0,1,1,0,0,0,1,4,4,10,0,1,4,0,0,0,5,185000
District 02,14,956,2119,Boston,93682.34,0,3166.95,41046.88,0,27048,20930.49,185874.66,ptl,2,0,0,0,0,0,0,1,1,1,1,1,133,1,0,90,1,3,185000
District 02,31,,2136,Hyde Park,107005.2,0,850,39424.29,0,38640,0,185919.49,ptl,2,0,0,0,0,0,0,4,4,6,6,1,208,6,0,107,32,1,185000
District 05,33,,2048,Mansfield,99440.27,0,800,4735.64,0,61180,19887.96,186043.87,ptl,2,0,0,0,0,0,1,1,1,2,2,0,23,2,0,173,0,0,185000
District 06,23,1975,2169,Quincy,106325.8,0,800,78923.23,0,0,0,186049.03,ptl,4,0,1,1,0,0,0,2,3,7,9,0,267,7,0,0,25,0,185000
District 04,9,412,2128,Boston,120596.81,0,850,24960.88,0,16006,23681.77,186095.46,sergt,3,0,1,1,0,0,0,1,2,2,5,0,138,2,0,39,2,0,185000
District 02,24,1398,2090,Westwood,96335.4,0,2521.08,66746.45,0,1242,19267.24,186112.17,sergt,0,0,0,0,0,0,0,0,0,1,3,7,75,1,0,4,1,2,185000
Field Operations Group,26,,2127,Boston,102552.44,0,7211.62,50824.9,0,0,25638.09,186227.05,det,2,0,0,0,0,0,0,1,1,1,1,0,37,1,0,0,0,3,185000
Licensing Unit,21,,2136,Hyde Park,105988.86,0,850,32647.1,0,46782,0,186267.96,ptl,3,1,0,1,0,0,0,2,3,3,4,0,44,3,0,138,0,0,185000
District 04,15,,2125,Boston,107036.05,0,800,47449.59,0,4664,26447.08,186396.72,sergt,0,0,0,0,0,0,0,0,0,1,1,1,5,1,0,12,0,6,185000
B-3 DCU SQUAD,15,2,2136,Hyde Park,98406.32,0,6128.79,77801.26,0,4094,0,186430.37,ptl,1,0,0,0,0,0,0,0,0,4,5,12,413,4,0,13,1,3,185000
Auditing and Review Unit,34,,1880,Wakefield,125534.33,0,9337.57,20175.52,0,0,31383.77,186431.19,sgtdet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000
District 02,13,457,2052,Medfield,92870.72,0,850,38181.62,0,31556,23217.76,186676.1,ptl,1,0,0,0,0,0,0,0,0,4,4,9,357,4,0,91,16,3,185000
District 13,22,1091,2131,Roslindale,87299.73,0,7254.03,70883.86,9035.67,2576,9633.66,186682.95,ptl,3,0,0,1,0,0,0,1,1,3,3,4,181,3,0,7,0,46,185000
District 04,14,,2132,West Roxbury,98406.32,0,800,62968.93,0,24564,0,186739.25,ptl,3,0,0,0,1,0,0,1,1,1,2,14,144,1,0,71,1,0,185000
Bicycle Unit,18,6043,2301,Brockton,97876.45,0,800,28494.54,0,40112,19575.14,186858.13,ptl,5,1,1,0,0,0,0,1,7,1,7,1,7,1,0,110,0,5,185000
Medically Incapacitated Unit,27,,2128,Boston,98634.43,0,850,24799.96,0,42872,19726.79,186883.18,ptl,4,0,1,1,1,0,3,5,7,9,14,4,49,9,0,120,108,5,185000
Harbor Patrol Unit,19,2893,2127,Boston,98757.7,0,850,56522.5,0,6440,24689.52,187259.72,ptl,3,1,1,0,0,0,0,1,3,11,18,0,39,11,0,26,0,1,185000
District 18,22,,2368,Randolph,97876.45,0,800,45741.33,0,18400,24469.2,187286.98,ptl,1,0,0,0,0,0,0,0,0,2,3,0,132,2,0,57,1,0,185000
Youth Violence Strike Force,15,1482,2132,West Roxbury,117102.95,0,2910.93,43984.1,0,212,23420.71,187630.69,sergt,1,0,0,0,0,0,0,0,0,3,4,84,6,3,0,1,0,1,190000
B-2 DCU SQUAD,14,,2125,Boston,98725.6,0,4310.01,58059.2,774.79,25806,0,187675.6,det,0,0,0,0,0,0,0,0,0,0,0,7,220,0,0,76,2,0,190000
A-7 DCU SQUAD,23,,2368,Randolph,104690.5,0,11148.12,69287.88,0,2576,0,187702.5,ptl,1,0,0,0,0,0,0,0,0,2,2,29,161,2,0,7,5,3,190000
Homicide Unit,24,,2122,Boston,105207,0,3806.89,57691.87,0,0,21041.51,187747.27,det,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
B-2 Detective,10,3493,2122,Boston,98716.01,0,3683.85,65658.55,0,0,19743.14,187801.55,det,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,7,190000
Human Trafficking Unit,24,1493,2131,Roslindale,102552.44,0,12249.34,47396.77,0,0,25638.09,187836.64,det,0,0,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,190000
Evidence Control Unit,13,222,2081,Walpole,118688.39,0,1361.11,18371.42,0,20511,28995.28,187927.2,sergt,1,0,0,0,0,0,0,0,0,3,4,0,3,3,0,50,0,1,190000
Peer Support Unit,35,,2126,Mattapan,98998.27,0,10580.64,58653.61,0,0,19799.56,188032.08,ptl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190000
A-1 Detective,14,,2124,Boston,124753.37,0,861.11,46034.96,0,5512,10920.23,188081.67,sergt,1,0,0,0,0,0,0,0,0,3,4,25,19,3,0,15,0,4,190000
Paid Detail Assignment Unit,34,2489,2090,Westwood,97004.15,0,12064.67,9114.55,0,50554,19400.84,188138.21,ptl,2,0,0,0,0,0,0,0,0,5,8,2,0,5,0,188,0,4,190000
Crime Scene Response Unit,25,,2148,Malden,59563.92,0,12229.26,50613.1,37411.48,9108,19395.03,188320.79,ptl,2,0,0,0,0,0,0,1,1,6,6,0,59,6,0,16,0,0,190000
B-3 DCU SQUAD,8,6423,2136,Hyde Park,92077.38,0,4091.04,47614.16,0,26128,18415.44,188326.02,ptl,0,0,0,0,0,0,0,0,0,1,1,34,228,1,0,73,2,0,190000
District 18,32,1165,2021,Canton,99440.27,0,1688.6,9427.43,0,67850,9944.1,188350.4,ptl,0,0,0,0,0,0,0,0,0,1,1,2,20,1,0,186,0,0,190000
Fugitive Section,15,270,2124,Boston,96775.72,0,5557.51,40735,0,45632,0,188700.23,ptl,1,0,0,0,0,0,0,0,0,3,3,2,54,3,0,125,2,0,190000
C-11 DCU SQUAD,31,,2136,Hyde Park,108107.82,0,11376.81,69382.26,0,0,0,188866.89,det,2,0,0,0,0,0,0,1,1,4,7,2,99,4,0,0,0,5,190000
Youth Violence Strike Force,17,1272,2136,Hyde Park,111581.73,0,850,76475.84,0,0,0,188907.57,det,1,0,0,0,0,0,0,0,0,3,4,93,12,3,0,0,0,8,190000
B-2 Detective,21,,1741,Carlisle,104706.8,0,1927.58,71839.32,0,0,10470.71,188944.41,det,3,1,1,0,0,0,0,1,2,2,4,6,80,2,0,0,0,2,190000
Medically Incapacitated Unit,13,,2125,Boston,96480.86,0,5424.95,31085.86,0,51750,4369.29,189110.96,ptl,1,0,0,0,0,0,0,0,0,2,2,1,8,2,0,148,7,0,190000
